"pk";"ip";"loc";"zip";"reg";"ts"
2781;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2782;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2783;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2784;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2785;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2786;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2787;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2788;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2789;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2790;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:07"
2791;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2792;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2793;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2794;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2795;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2796;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2797;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2798;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2799;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2800;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2801;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2802;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2803;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2804;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2805;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2806;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2807;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2808;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2809;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2810;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2811;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2812;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2813;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2814;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2815;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:08"
2816;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2817;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2818;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2819;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2820;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2821;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2822;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2823;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2824;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2825;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2826;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2827;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2828;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2829;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2830;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2831;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2832;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2833;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2834;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2835;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2836;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2837;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2838;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2839;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2840;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2841;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2842;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2843;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2844;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2845;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2846;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2847;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2848;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2849;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2850;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2851;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2852;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2853;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2854;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:09"
2855;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2856;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2857;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2858;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2859;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2860;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2861;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2862;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2863;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2864;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2865;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2866;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2867;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2868;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2869;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2870;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2871;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2872;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2873;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2874;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2875;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2876;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2877;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2878;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2879;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2880;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2881;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2882;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2883;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:10"
2884;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2885;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2886;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2887;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2888;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2889;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2890;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2891;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2892;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2893;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2894;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2895;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2896;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2897;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2898;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2899;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2900;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2901;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2902;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2903;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2904;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2905;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2906;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2907;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2908;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2909;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2910;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2911;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2912;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2913;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2914;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2915;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2916;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2917;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:11"
2918;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2919;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2920;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2921;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2922;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2923;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2924;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2925;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2926;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2927;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2928;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2929;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2930;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2931;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2932;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2933;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2934;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2935;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2936;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2937;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2938;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2939;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2940;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2941;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2942;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2943;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2944;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2945;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:12"
2946;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2947;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2948;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2949;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2950;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2951;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2952;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2953;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2954;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2955;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2956;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2957;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2958;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2959;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2960;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2961;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2962;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2963;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2964;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2965;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2966;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2967;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2968;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2969;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2970;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2971;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2972;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2973;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2974;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2975;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2976;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2977;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2978;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2979;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2980;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2981;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2982;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2983;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2984;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:13"
2985;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2986;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2987;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2988;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2989;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2990;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2991;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2992;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2993;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2994;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2995;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2996;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2997;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2998;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
2999;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3000;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3001;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3002;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3003;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3004;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3005;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3006;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3007;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3008;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3009;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3010;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3011;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3012;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3013;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3014;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3015;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:14"
3016;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3017;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3018;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3019;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3020;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3021;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3022;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3023;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3024;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3025;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3026;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3027;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3028;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3029;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3030;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3031;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3032;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3033;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3034;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3035;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3036;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3037;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3038;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3039;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3040;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3041;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3042;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3043;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3044;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3045;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:15"
3046;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3047;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3048;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3049;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3050;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3051;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3052;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3053;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3054;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3055;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3056;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3057;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3058;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3059;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3060;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3061;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3062;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3063;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3064;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3065;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3066;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3067;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3068;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3069;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3070;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3071;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3072;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3073;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3074;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:16"
3075;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3076;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3077;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3078;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3079;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3080;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3081;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3082;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3083;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3084;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3085;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3086;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3087;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3088;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3089;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3090;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3091;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3092;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3093;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3094;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3095;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3096;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3097;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3098;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3099;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3100;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3101;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3102;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3103;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3104;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3105;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3106;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3107;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3108;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3109;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:17"
3110;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3111;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3112;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3113;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3114;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3115;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3116;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3117;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3118;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3119;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3120;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3121;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3122;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3123;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3124;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3125;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3126;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3127;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3128;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3129;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3130;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3131;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3132;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3133;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3134;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3135;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3136;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3137;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
3138;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:27:18"
